city,name,reviews.text
Las Vegas,The Westin Las Vegas Hotel & Spa,Good: Great location just off The Strip down from The Flamingo easy walking distance to main attractions.
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: The food is too simple. Good: Very quite
Las Vegas,The Westin Las Vegas Hotel & Spa,"Good: Delightfully smoke free! No casino, so much quieter than regular Las Vegas hotels. Just behind The Flamingo, so short walk to monorail, Paris or the strip. The concierge, Spencer, was very helpful in getting back to the motel quickly after our show."
Las Vegas,The Westin Las Vegas Hotel & Spa,Good: Only a block off the strip. Luxurious feeling room. Excellent value!
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: Pool is small and quite crowded but it was hot an many people were trying to cool down and relax. Good: The bed was very comfortable, a extra touch with slippers and a bathrobe in the room"
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: I will write in English so the staff can read if they wish: we arrived exactly at 4 PM (declared check in time), the room was not ready, the reason being 20 people having done an early check in, please notice that check out time is 11 AM (so they clearly have a workforce planning problem)! An extremely unfriendly staff representative told us that we had to wait, asked me to give her my phone number so that I can receive a text message when the room would be ready, meanwhile we were granted a pass for the pool (which was no extra given that the pool was available for all hotel guests as we were). I asked according to your experience, how long will it take 20 minutes, 1 hour, 3 hours her answer was rude and dismissive I don't know, the only thing I can tell you is to wait for the text message. At that time your room will be available!. So we went to the pool (definitely small and overcrowded), no seats available, very noisy. We waited, and waited and waited and waited... 2 hours and 20 minutes, then I went back to the lobby extremely upset, I started complaining and magically the room was ready... By the way: the text message never arrived. Good: Free parking (is this something to be appreciated)"
Las Vegas,The Westin Las Vegas Hotel & Spa,Good: Excellent breakfast
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: Nothing thought it was very good. Good: Found the location very convenient. Liked the ease of parking. Room very comfortable. Staff friendly and helpful. Had one problem - staff took care of it without hesitation.
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: No bathroom vent.
Las Vegas,The Westin Las Vegas Hotel & Spa,Good: Central location. Nice cafe and a Starbucks on the premises. Easy check in. Very helpful concierge.
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: The restaurant was less the expected. Food was cold and cleanliness thought-out the restaurant wasn't appetizing. For the prices and advertising it didn't come close. Good: Sean at the check-in was very friendly as well as the rest of the staff. Hotel is in the perfect location without the price. Clean and quiet.
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: The pool was to small. Good: The spa was amazing
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: Problems with door lock led to no response from maintenance and even after security got us in, they failed to fix the lock (had to be recoded) despite assuring us they fixed it. So we got locked out again the next morning. Cost us 2 frustrating hours. Good: Location is good for business, quiet but close to everything."
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: No bank ATM's...scandalous...not fair. Good: I HAVE ALWAYS LOVED THE WESTIN. This one didn't disappoint either. Location was great, staff was great and facilities were excellent and clean! The view want bad either."
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: The hotel is very outdated. Old rooms (we were moved because of an old airco that made a lot of noise), old elevators, tiny beds that should not be sold as double unless you like sleeping on top of each other, mediocre breakfast with very little healthy options (mind you, a 7 extra charge for a cappuccino is outrageous). Very basic pool area. All in all we would give this hotel a good 3 stars. Not more. Good: Location is ok."
Las Vegas,The Westin Las Vegas Hotel & Spa,Good: Top of the line..great
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: Young girl on front desk was very abrupt. Good: For us the location was great,a nice 10 min walk to the strip. Nice clean rooms. Nice pool and hot tub."
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: Not a fan of cigarette smoke. But I guess you can't do anything about it in the gambling area. Silly to charge a resort fee on top of the room charge. Just charge what you need for the room. Good: Very helpful and friendly staff from check in to the valets.
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: Gym was closed. Only notification on website was the spa closure. Good: Great + accommodating staff
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: The only issue I had was there not being a microwave/refrigerator in the room. Good: Room was clean. It wasn't as crowded as the other well known hotel casinos. The staff was friendly and helpful.
Las Vegas,The Westin Las Vegas Hotel & Spa,Good: Westin has always the most comfortable beds
Las Vegas,The Westin Las Vegas Hotel & Spa,Good: I loved the fact that staff was very understandable and after a very tough night (shooting and evacuation of the whole Strip) let us stay complimentary till 4pm. This was really exceptional service and hospitality. Thank you!
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: The coffee for the in room coffee maker was awful....couldn't drink it. Sooooo bitter and strong !. Good: The bed was extra comfy. View from the room great (overlooked the High Roller) and the room was very clean and housekeeping great.
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: Expensive breakfast. Good: Clean room, comfortable bed, good location (near but not in the Strip) and calm"
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: nothing to complain about. staff very helpful. Good: bed extra comfy
Las Vegas,The Westin Las Vegas Hotel & Spa,Good: We were very pleased with everything.
Las Vegas,The Westin Las Vegas Hotel & Spa,"Good: The comfort in the bedroom was excellent, good blankets, soft pillows, a bathroom really clean, the staff was really nice."
Las Vegas,The Westin Las Vegas Hotel & Spa,Good: location was close to strip 5 min staff were excellent
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: Nc. Good: GReat beds!
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: Room service was slow, have hidden pet fees and rules, and the pipes werent working. Good: They have a doggie potty area and spacious rooms"
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: The smell sometimes from sewer only when in hallway. Good: The hotel was great and staff was very friendly. We will definitely stay there again
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: There is no longer a casino on the hotel grounds which is unfortunate. Also, the pool is a bit small. You have to battle to find a spot with the lounge chairs at times. Good: The rooms were clean and staff was nice. The parking is free and it is about 1 1/2 blocks from the strip. It is on the north side of the Bally's."
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: Even though we asked to have the room cleaned they only folded the towels..had to ask for clean cups and coffee!. Good: No smoking hotel...love the beds!
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: The lobby is not adequate. You have both Check in and ways out at the same place. Good: Very good value for money and location
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: The restaurant was less the expected. Food was cold and cleanliness thought-out the restaurant wasn't appetizing. For the prices and advertising it didn't come close. Good: Sean at the check-in was very friendly as well as the rest of the staff. Hotel is in the perfect location without the price. Clean and quiet.
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: check-in line was slow. Good: Parking was very convenient, partly because we drove a hybrid and they had special spaces reserved for hybrids."
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: No customer service and they try to bill you for everything, for everything. Good: I wish customer service would reply to my emails. I should be getting a refund, but Booking has never replied to my emails. I guess this was my first time and last time using Booking.com. Worst stay ever."
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: Little Pricey. Good: Large Room
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: No hot water in the morning. Good: This was a great hotel on the strip. The only downside was bo hot water in the morning. But they acknowledged they had an issue. Would be nice if they could offer a partial refund for this.
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: The coffee at breakfast was too watery. Good: Beds were super comfortable!!
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: Staff are rude. Check in was a little messy. . Good: Comfortable! Good location. Free parking. Breakfast was okay.
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: Overbooked, could not get additional night. Good: Nice accomodations."
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: Service was not all it could be especially on check in. Good: Clean, comfortable and easy to walk to the sights."
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: Nothing. Good: Extremely friendly staff. They help you in every difficulty. You can depend on them.
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: Had wifi problems for the first 4 nights. The resort fee is a bit of a scam. Good: Very comfortable bed, good sized room, well appointed gym and free parking."
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: Fit and finish construction of rooms could have been better. Good: n/a
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: I was under the impression there was a casino... there is no casino.
Las Vegas,The Westin Las Vegas Hotel & Spa,Good: Comfortable Bed !
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: It was perfect, period!. Good: What's there not to like The wonderful staff at the Westin even guessed we were getting married in Vegas and, to our total surprise, when we got back to the hotel after our wedding ceremony, we had a bottle of champagne and chocolate-coated strawberries waiting for us. The hotel's restaurant, the Savona Bistro, simply has the best angus burger in the world! The location, for those of us who prefer to skip the hustle and bustle of the Strip: perfect!"
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: The referbishment work started before 9am each morning and seemed to be right above our room, whixh meant we didn't get much sleep at all. Good: The location was great and the staff were fantastic. Special thanks to Darwin for our engagement gift which made our stay all the more enjoyable. I would stay here again!"
Las Vegas,The Westin Las Vegas Hotel & Spa,Good: This hotel it's the most amazing I have ever stay everything of this hotel it's just awesome
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: rooms were in need of updating especially the bathrooms. Toilet was leaky and loud, the TV was dated, and there were updates being performed at the time of stay. Other than than it was worth the money. Good: The proximity was great because it was easy to access and close enough to the strip. They have a great sandwich shop at the shell station on the corner open until 2 am which is a bonus and saved us a ton of on food. Also a little hole in the wall casino bar where you can get a beer and all beef hot dog for 3, shots for 4 just down the street."
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: We parked our car in the hotel parking and the second day we realized that somebody had broken in. Somehow we didn't find Las Vegas a safe place to travel. Solely for leisure, I will not return to US again. Not value for money. Good: It was one of the cheapest places we found in Las Vegas during those days."
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: no breakfast incl. Good: close to action but off the strip, so quiet"
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: We were not entirely satisfied with the buffet breakfast at the restaurant. The Westin should maybe think about adding a ommlett station, and a waffle station. Good: Rooms are great! Amenities are great! Location 1 block off the strip is great as you can escape from the hustle and bustle for a break to relax. Having 24hr access to pool and hot tub was also great! As relaxing and winding down in the hot tub at the end of your night or day is a real treat!"
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: Room was a little tight. Good: Comfortable beds: adequate bathing supplies
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: The fact that the Casino was being renovated and not in use, and that we weren't notified about this prior to arrival. An extra tax being applied to our charges. To call this establishment a resort is simply untrue. No laundry facilities available. No exhaust fan in bathroom. A limit as to how cool the air-con could be set. Good: The size and set-up of our room was very good. The location in regards to the stripwas approx 500 metres away."
Las Vegas,The Westin Las Vegas Hotel & Spa,Good: The hotel was great I loved the room the bed was super clean and comfortable and so was the bathroom. We only stayed one night here because our other hotel was booked for the rest of the trip but I will definitely be staying here the next time I come to Vegas for my entire trip. Great location
Las Vegas,The Westin Las Vegas Hotel & Spa,Good: Customer service and overall quality of hotel was excellent
Las Vegas,The Westin Las Vegas Hotel & Spa,"Good: The bed was extremely comfortable, and the staff were friendly. Especially, one that sent us free champagne and strawberries dipped in chocolate to our room. It was our honeymoon so it was sweet of him to do that little act of kindness. The outdoor pool was romantic! I love how it's open 24 hrs! we went for a night swim and saw the lights from the High Roller."
Las Vegas,The Westin Las Vegas Hotel & Spa,"Good: Nice room, friendly staff"
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: There is spa in the name of the hotel and the spa service wasn't available! What a rip-off!. Good: The room was nice with a good view
Las Vegas,The Westin Las Vegas Hotel & Spa,Good: The receptionist Sean was excellent and informative. Housekeeping are good.
Las Vegas,The Westin Las Vegas Hotel & Spa,Good: Bed was awesome
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: Check in at Reception was slow. Good: The hotel was near the strip - walking distance. The room was comfortable, clean, spacious and a nice temparature The housekeeping staff were very helpful and friendly and provided us with extra coffee and water."
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: the carpet is damm dirty. Good: It feels like hotel not like any other hotel in Vegas
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: Nothing (little far from strip). Good: Kind people, clean space and cheap price"
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: The Breakfast was not complimentary and was expensive .
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: No microwave in room. Good: Bed extremely comfortable professional staff, extra clean. Great place. Also liked the 24-hour Starbucks."
Las Vegas,The Westin Las Vegas Hotel & Spa,"Good: Great location, quiet rooms, wonderful staff. Was a real pleasure to stay there."
Las Vegas,The Westin Las Vegas Hotel & Spa,"Bad: There is no longer a casino, and the pool is seasonal despite it easily being warm enough to be used. The sauna was also out of action. With the lack of these attractions it becomes a very plain hotel. Good: Staff throughout the hotel are excellent, especially at the bar on the late night shift and on reception. Very friendly people. Hotel well presented, clean and comfortable. Location is great, a short walk to bellagio, Paris etc for those who want to be near the strip but not on it all the time!"
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: I liked everything besides the price. Good: The cleanliness
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: Advertising there is a casino but their isn't this should be updated so that customers are aware prior to booking. Also our room had an old moldy non working refrigerator. Good: Staff was nice
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: Rude Staff.
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: I had to be switched because these people next door were partying all hours of the night. At 3am they decided to start arguing in the hall. I called security once for them to turn up their music right after they left. Then security came up again while they were in the hall screaming. I will say this the hotel made it right. They gave me that night free and switched me rooms. Good: The rooms were beautiful. Comfy beds good breakfast.
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: Nice hotel in LV close to everything. Good: Everyyhing
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: Shuttle services to the strip because older people may have problems with feet problems which I do. Good: Everything
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: I expected to have a much larger room that looks more like a suite.
Las Vegas,The Westin Las Vegas Hotel & Spa,Bad: Wasn't on the strip. Good: Showers and location
New York,The Broome,"The Broome doesnt feel like NYC at allIt captures the elegance of Morocco and you feel a world away from the traffic and bustle of the city. The rooms are small, which is standard in NYC, but I did expect a bit more space for the price. The beds are comfy with super luxury sheets. This might be an odd point, but many of the luxury hotels I have been in lately have moved away from using a fitted sheet on the bed, which leaves the guest with a flat sheet on the bottom that twists and bunches by the morning. I was delighted that The Broome still uses both flat and fitted sheetsit is a must for a good nights sleep! The staff is enthusiastic and welcoming. A good stay, indeed!Dear ECWPhD:On behalf of the team, thank you again for staying with us and thank you for sharing your feedback with us. It was a delight welcoming you into our little Oasis. In fact our rooms are designed in and out to offer a little break from the city while you are in the city. We wish to have you back again very soon. Until then, if you need anything at all, please do not hesitate to contact us at infothebroomenyc.com."
New York,The Broome,"The Broome is a well-situated, warm and welcoming boutique hotel in the heart of Soho. The rooms are sizable and airy, the staff friendly and knowledgeable and the location superb. My daughter and I had a wonderful time and will definitely return.Dear Bethshorstein:Thank you again for choosing to stay with us at The Broome SoHo NYC and thank you for taking the time to share with us. We really appreciate your feedback and it was a joy having you and your daughter with us. We really hope to get to see you again soon. Until then, if you need anything at all, please do not hesitate to contact us at infothebroomenyc.com."
Boston,W Boston,Bad: When we arrived we were met by a unfriendly doorman and it was so loud due to the bar that we could barely hear the person at reception. Each day the room was made up apparently but barely even folded the sheets. towels weren't folded etc. We have stayed in lots of hotels over the years and had recently stayed at the Loews Boston which was a far far better experience with far friendlier staff. Good: Food was awesome.
Boston,W Boston,"Bad: The parking rates are outrageous (59 USD/day for valet), but this is for all of Boston, not just this hotel. . Good: Great location, very convenient for Boston Commons, subway and good restos. Hotel was very nicely appointed with great products. Wish we had time to use Bliss Spa!"
Boston,W Boston,"Bad: They don't have complementary internet in the room. Good: Love the location, the room was big and very comfortable, love everything about it!"
Boston,W Boston,"Good: Sheet came off and I saw coffee stain on mattress cover. Otherwise, great!"
Boston,W Boston,Bad: The hotel cannot control the metal plate in the road that bangs when cars drive over it all night. Good: The bed was very comfortable and the berries and fresh fruit were awesome! The staff was friendly and more than made up for a mishap with the room reservation.
Boston,W Boston,"The staff, location , room, enjoyed our stay ."
Boston,W Boston,"Bad: Rooms felt old. We had a reservation for 4 but not the towels, cups etc for 4. Hair dryer was weak and insufficient. Bathroom counter were way too low and came to my lower thigh. Killed my back. Brushing teeth, shaving etc. Decor was showing its age. Good: Location near the commons was good. There's a small playground nearby which is good for those with youmg kids."
Boston,W Boston,Bad: I didn't like that someone got stabbed in front of the W hotel on Saturday night. Made me feel really safe! Apparently that's happened before. Good: The atmosphere and cleanliness were great.
Boston,W Boston,Bad: Double beds a little small for 2 people. . Good: Comfortable gym and great gym.
Boston,W Boston,"Bad: Construction at hotel, but obviously it has to be done at sometime or another. Realize that was just just bad luck on out part. Thought the price for the hotel was a little high. Good: Nice staff, Luisa from Potugal could have not been nicer."
Boston,W Boston,Bad: Thermostat was hard to manage. Dining area was ok. Lots of outside options though so that was just a small thing. Good: Location and quality of room
Boston,W Boston,"Bad: Our room was missed one night to clean (we didn't care about the bed, but we needed some supplies). It's OK, not a big deal. Good: Great location to visit Boston. Room was spacious and modern. Overall staff was professional and friendly."
Boston,W Boston,Everything was excellent and the staff were warm and friendly
Boston,W Boston,Bad: no. Good: very good
Boston,W Boston,"Bad: We only had one robe in our room and no slippers, but we weren't bothered enough to ask for these from the front desk. Good: We loved our stay at the W Boston! The room was a great size and the bed huge and comfortable. The staff was so accommodating taking delivery of two packages for me and bringing them up to the room. I didn't use the Bliss spa on site, but it is an amazing spa so I will definitely visit next time!"
Boston,W Boston,Bad: We had the bad luck of staying in a room next to a suite. Our neighbors partied until 5 am. Good: Room and common areas were very nice.
Boston,W Boston,Bad: We were initially given a room close to the gym on same floor - made it very noisy early in the morning so no chance of a lie in. We asked and hotel obliged with a room change to different floor. Good: Bed was comfortable
Boston,W Boston,Dated... The room
Boston,W Boston,Bad: There is nothing I didn't like. The room was great and service was excellent. Good: Service at check in was fantastic and the service at the bar in the lobby was outstanding. We enjoyed our stay. Perfect location and we will return
Boston,W Boston,"Bad: Arrived at reception late evening - it was in the middle of a very busy bar, couldn't hear receptionist. Got in lift and hadn't been told we needed to swipe room key card to get anywhere! Also had to pay per day for wifi!. Good: Beautiful room, good location"
Boston,W Boston,Good: The breakfast was amazing and the comfort of the room was perfect.
Boston,W Boston,Renovations being done waking up to constant jack hammering Staff super friendly!
Boston,W Boston,"No wifi Simple breakfast with Egg, Ham and Sausage. Nice Coffee Late"
Boston,W Boston,"Bad: Room was a little tired. One of the reading lights was coming off the wall, the seat cushion on the desk chair was peeling, the electric outlet near the bed was a tangle of multi-prong extenders. Good: Great location, close to theater district and a short walk to Quincy Market, Aquarium, North End."
Boston,W Boston,Good: Very good service. Excellent dinner in hotel restaurant
Boston,W Boston,"Bad: bad sound insulation, housekeeping sucks, the new stuff that we bought got throw away... yogurt been spill on the floor. Good: the beds are very comfortable"
Boston,W Boston,Good: Very nice room and quite big. Nice ambience and cool bar plus helpful staff.
Boston,W Boston,Bad: Parking fees.
Boston,W Boston,Bad: I wish breakfast was included in the price. Good: Everything!! Especially the fitness center.
Boston,W Boston,Bad: Everything was great. Good: The staff was very helpful and efficient.
Boston,W Boston,"Good: I loved all the technology that the room had offered and also I loved the look of the room it was awesome , this hotel is a great stay for anyone! Im definitely coming back soon !"
Boston,W Boston,"Bad: The staff was snide and grumpy. Good: The large bathroom, the silly decor"
Boston,W Boston,"Bad: Nothing much. Good: Modern, Soft beds, Great atmosphere"
Boston,W Boston,Good: I loved the lighting and how comfortable the bed was.
Boston,W Boston,Layout of the hotel and decor was too contemporary. The room was very comfortable
Boston,W Boston,The staff and amenities are excellent!!
Boston,W Boston,Bad: Place.
Boston,W Boston,Good: Very friendly staff. And perfect location in the theater district.
Boston,W Boston,Good: Everything
Boston,W Boston,Bad: Room was terribly dirty. Good: Location
Boston,W Boston,"Bad: I thought the bathroom was a bit small for the space and the physical appearance could have been a bit more modern and sharp. Good: I liked the spacious nature of the room. The bed was super comfortable. The staff were super attentive, helpful and friendly"
Boston,W Boston,Good: The Staff were courteous and very helpful . The Toiletries from Bliss. Love the face wash.
Boston,W Boston,"Bad: Ridiculously noisy, external alarms, cars honking horns through the night and the thumping music till early hours made sleep tricky ! Not a hotel if you like a little peace in the evening. Good: The property location was perfect"
Boston,W Boston,Bad: There was a lot of noise out on the street around 3am. Not the fault of the Hotel. Good: The staff and atmosphere were amazing. The beds were super cozy! Security staff at the hotel were awesome
Boston,W Boston,"Good: Great location,comfortable beds,very clean"
Boston,W Boston,they were able to accommodate us with a feather free room. the door men were especially friendly and remembered us!
Boston,W Boston,Good: Great location and rooms are comfortable and clean
Boston,W Boston,"Bad: Expensive! I know that it was but the room i expected to be way better as a mega room seemed so regular , the price wasn't worth it . Good: Nice scenery"
Boston,W Boston,"Bad: I was hoping to approve my late departure since my flight was in te evening. Good: Nice staff, helpfull excellent location Soft touches did not experience in many hotels but sure your staff show it"
Boston,W Boston,"Very noisy at night. Seemed to be a number of venues close by which closed around 2 am. Spacious room, very comfortable"
Boston,W Boston,Late night club crowd was a little loud around 2am when the clubs are closing down
Boston,W Boston,Bad: assigned an accessible room without being told. tried to book room direct with hotel but was told tat they could not match thebooking.com rate (even though we were starwood members.. ). Good: bar area
Boston,W Boston,"Good: Wonderful service, awesome riom service menu (especially the late night offerings). Awesome amenities."
Boston,W Boston,Noise Excellent location
Boston,W Boston,"Bad: There was an anti-noise device plugged into each of two sockets to compensate for the fact they are in a noisy road. In fact, this emits itself a loud roaring sound. When unplugged, things were fine. The road noise was not bad at all (we were on the 12th floor). One of the senior staff kindly refunded a breakfast bill given this and another issue (cordless phone by the bed wouldn't stop beeping through the night). The restaurant and room service were extremely expensive. There was a slight sense too that some of the decor (wood-appearance veneer on cabinets, shower curtain not panel ) was a bit cheap and scuffed given the price. Good: Staff were great - thoughtful, friendly and clearly dedicated to running it well.Decor and atmosphere of front lounge area welcoming and stylish. Location is very good."
Boston,W Boston,Big room
Boston,W Boston,Bad: Outside street noises were loud during the late night. Motorcycles racing and taxis honking woke us up. Might have been better with a room not facing Stuart Street. Good: Staff was friendly and helpful! Nice room.
Boston,W Boston,"Bad: How crowded the lobby seemed, mostly with locals having a stance putting out a I'll kick your ass before I move aura. Good: The overall atmosphere was clean and modern, easy to navigate to facilities I needed over stay."
Boston,W Boston,"Bad: The only negative was some mysterious in-room snack bar charges that appeared on my bill after I left. I contacted the hotel, and they promptly removed them. This has happened to me at other Starwood properties before, and I'm not sure why. Good: The hotel is in a great location and is clean/modern with a courteous staff. The room I was in was spacious and quiet, and had everything I needed."
Boston,W Boston,Bad: The only draw back is the noise at night from th people coming in and out of the lounge and adjacent nightclub. Though it didn't bother us personally. Good: I loved how central the location was. The hotel is in the theatre district. We walked to the harbour as well as Shopping and all the parks around us. After a long day of walking around we enjoyed A massage at the Bliss spa. We also enjoyed having a drink at the lounge before going to bed. It was a great experience for us. It might be too noisy for people who want peace and quite. I also had the best sleep in those beds. I would recommend staying at the W Boston.
Boston,W Boston,"Bad: it's good hotel , but the price it's so expensive !!!!. Good: it's good hotel , but the price it's so expensive !!!!"
Boston,W Boston,Bad: Within the first 15 minutes of being there we got a complaint from a neighbor for having music too loud. The speaker was not even up half way and it was 4 oclock in the afternoon on a Saturday. At the end of the night staff were rude.
Boston,W Boston,no very good
Boston,W Boston,Bad: When I booked my room it said that that parking was included in the price I paid. But when we got there that wasn't the case!.
Boston,W Boston,Good: The beds
Boston,W Boston,Bad: The price of the wifi. Good: Everything
Boston,W Boston,"Bad: The doormen could have reacted a bit quicker to open the inner doors, which were very heavy. They sprang into action for the outer doors, but saw a dad with buggy struggle to get through, and people with cases, let in through the outside door, and having to open the inner door themselves with luggage. Good: The welcome was great. Staff were helpful and interested. The room was stylish and spacious, with great facilities in the room like iPod Dock."
Boston,W Boston,Good: great location Good services
Boston,W Boston,Bad: Room was small -- terrible view!. Good: Location
Boston,W Boston,Bad: price. Good: everything
Boston,W Boston,"Bad: This is one of the worst hotels I have stayed in my career. Out of hotel stays in 29 countries, hotel W made the top of the list in poor customer relations, poor cleanliness, and horrible problem resolution. First they gave me an occupied room, then they down graded me to a lower grade room over night. The next day they didn't even clean our room when we returned, and they gave away the original room they were hold for me. The suites bathroom smelled like urine so bad and when we complained, it still was not cleaned by that evening. I had to fight with the hotel to apply a discount rate they never even offered. They have a slogan what ever when ever I can't say they once lived by that motto. This is not my first time at the W hotel organization but it certainly will be my last! Deplorable customer experience and engagement."
Boston,W Boston,Bad: A/C in the room didn't work at first but was fixed. Good: Great experience
Boston,W Boston,"Good: very expensive, Wi-Fi as an extra cost is ridiculous given room charge"
Boston,W Boston,Good: Great lobby/lounge area. Good casual work spaces. Free wifi a major plus!
Boston,W Boston,I waited way too long at the front desk to check-in and out
Boston,W Boston,Good: Great property! Excellent team of young dedicated profeccionals
Boston,W Boston,Bad: Check in staff was rude. Concierge never called back after leaving my information. Doors slamming in hallway could hear in my room. Double Queen Room was not a true Queen size. Have to pay for wifi. Good: Atmosphere Bedding Location
Boston,W Boston,Bad: Bathroom doors. Good: Lovely room. Good size.
Miami,"Mandarin Oriental, Miami","My wife will thank me forever. Wonderful hotel in Miami, not on the main beach strip but I would say in a better position, if what you want to do is relax and enjoy the area. The rooms were superb and we had one with a huge balcony overlooking the harbour and pool. Breakfast was just and simply amazing especially when sitting outside in the morning. Pool area well maintained and serviced by staff. There are very few amenities outside of the hotel, one has to walk for about 10 minutes to get to shops etc. Concierge services was very helpful, a big shout out to Carlos who was the most helpful concierge guy we had come across for a while, he is a mine of information about the local area. This hotel oozes luxury and very family friendly, my family of 4 was really looked after, Two small gripes, the hotel should have somewhere in the evening where a family can enjoy drinks and desserts, that is not the bar, very often we could not get a space there in the evening or felt uncomfortable to be there with kids, the other point being in room dining could be improved, the menu was a bit short for us and the kitchen was not flexible enough to tailor some dishes, for example making the pasta spicy, we ordered some rice with our chicken and it was just undercooked , it was changed immediately and we were given complimentary glasses of wine but it was too late when one is starving !"
Boston,"The Ritz-Carlton, Boston","We stayed at the Ritz for 5 nights in a club levelSuite. Location was wonderful, right by Boston Common and multiple T stops. Service was wonderful, especially from the concierge, front desk and club lounge staff. Staff made my 4 young children feel special and they enjoyed the scavenger hunt and little toys provided. The room was lovely and well appointed though a little smaller than it appeared in the website. I would definitely stay here again when I Boston! In fact Im planning on a business trip to Cambridge soon and considering staying here and commuting.Dear mnmorange,So glad to hear you enjoyed your recent stay with your family at The Ritz-Carlton, Boston, with all of the city so easily accessible just outside our doors. It is wonderful to know that you and your children were well taken care of by the friendly and professional ladies and gentlemen throughout the hotel. Thank you for taking the time to comment on your visit. We hope you will return for that upcoming business trip - getting to Cambridge from the hotel is a breeze - as well as many more occasions, when it will be our sincere pleasure to welcome you back.Warmest regards,William P. Bunce, General Manager"
New York,The St. Regis New York,"Service was outstanding from the valet, bellman, front desk to the butler. Everyone is top notch. The location is great, a few blocks from Central Park and shopping. The rooms have great decor and the right size.Dear YoYoMass, Thank you for choosing The St. Regis hotel amongst the hundreds of hotels in New York City to enjoy your recent visit. We appreciate your kind comments on TripAdvisor and hope to welcome you again. Sincerely, Octavia Marginean Hotel Manager"
